nomor_induk_kependudukan,nomor_kartu_keluarga,nama,tanggal_lahir,usia,jenis_kelamin,status_hubungan_keluarga,status_kawin,gaji_bulanan,gaji,desil_nasional,desil,provinsi,kabupaten_kota,kecamatan,kelurahan_desa,alamat,status_bantuan,pbi_nasional,pbi_pemda,partisipasi_sekolah,jenjang_tertinggi_yang_diduduki,ijazah_tertinggi_yang_dimiliki,status_bekerja,lapangan_usaha_dari_pekerjaan_utama,status_dalam_pekerjaan_utama,id_pelanggan_pln,daya_terpasang,status_kepemilikan_rumah,jenis_lantai_terluas,jenis_dinding_terluas,jenis_atap_terluas,sumber_air_minum_utama,sumber_penerangan_utama,bahan_bakar_utama_memasak,fasilitas_bab,jenis_kloset,pembuangan_akhir_tinja,kepemilikan_aset,aset_bergerak_sepeda_motor,aset_bergerak_mobil,aset_bergerak_tv_datar,aset_bergerak_smartphone,aset_bergerak_lemari_es,kondisi_gizi,penglihatan,pendengaran,berjalan_atau_naik_tangga
3201011489000262,3201012010180088,Hendra Setiawan,1976-01-24,50,Laki-laki,Kepala Keluarga,Kawin/Nikah,4366305.0,4366305.0,8,8,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 262,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Jasa keuangan & asuransi,Pekerja bebas,532100000088,900 VA,Kontrak/Sewa,Keramik,Tembok,Seng,Air Kemasan/Isi Ulang,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012594000263,3201012010180088,Irfan Wijaya,1975-11-15,51,Laki-laki,Istri,Kawin/Nikah,6968794.0,6968794.0,1,1,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 263,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Perdagangan besar dan eceran,Buruh/Karyawan/Pegawai,532100000088,2200 VA,Kontrak/Sewa,Ubin/Teraso,Kayu,Seng,Sumur Bor/Pompa,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012285000264,3201012010180088,Hendra Nyak Dien,1993-07-01,33,Laki-laki,Anak,Belum Kawin,8964980.0,8964980.0,9,9,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 264,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Administrasi pemerintahan,Berusaha sendiri,532100000088,2200 VA,Bebas Sewa,Semen,Kayu,Seng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012882000265,3201012010180089,Ahmad Kusuma,2003-10-25,23,Laki-laki,Kepala Keluarga,Belum Kawin,4190419.0,4190419.0,6,6,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 265,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,SMP/MTs,SMP/MTs,Ya,Administrasi pemerintahan,Buruh/Karyawan/Pegawai,532100000089,450 VA,Milik Sendiri,Ubin/Teraso,Tembok,Asbes,Air Kemasan/Isi Ulang,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011978000266,3201012010180089,Rahmat Rahmawati,1961-10-03,65,Laki-laki,Istri,Kawin/Nikah,2259645.0,2259645.0,2,2,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 266,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Industri pengolahan,Pekerja bebas,532100000089,900 VA,Milik Sendiri,Semen,Tembok,Seng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012499000267,3201012010180089,Hendra Kurniawan,2004-11-25,22,Laki-laki,Anak,Belum Kawin,2539113.0,2539113.0,5,5,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 267,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Tidak,Perdagangan besar dan eceran,Berusaha sendiri,532100000089,1300 VA,Milik Sendiri,Ubin/Teraso,Tembok,Seng,Air Kemasan/Isi Ulang,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011374000268,3201012010180090,Tri Kurniawan,1973-10-21,53,Laki-laki,Kepala Keluarga,Kawin/Nikah,2311410.0,2311410.0,2,2,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 268,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Industri pengolahan,Buruh/Karyawan/Pegawai,532100000090,2200 VA,Milik Sendiri,Semen,Tembok,Genteng,Sumur Bor/Pompa,Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012288000269,3201012010180090,Budi Lestari,1990-07-13,36,Laki-laki,Istri,Kawin/Nikah,10527744.0,10527744.0,8,8,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 269,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Jasa keuangan & asuransi,Pekerja bebas,532100000090,1300 VA,Kontrak/Sewa,Keramik,Tembok,Seng,Sumur Bor/Pompa,Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011990000270,3201012010180090,Rahmat Sartika,1995-01-13,31,Laki-laki,Anak,Belum Kawin,16337483.0,16337483.0,2,2,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 270,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Tidak,Administrasi pemerintahan,Berusaha sendiri,532100000090,900 VA,Milik Sendiri,Keramik,Tembok,Genteng,Sumur Bor/Pompa,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012790000271,3201012010180091,Dedi Lestari,1994-08-01,32,Laki-laki,Kepala Keluarga,Kawin/Nikah,2238842.0,2238842.0,7,7,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 271,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Administrasi pemerintahan,Pekerja bebas,532100000091,2200 VA,Bebas Sewa,Semen,Tembok,Asbes,Sumur Bor/Pompa,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011485000272,3201012010180091,Budi Lestari,1999-01-08,27,Laki-laki,Istri,Kawin/Nikah,2880301.0,2880301.0,5,5,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 272,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Ya,Konstruksi,Buruh/Karyawan/Pegawai,532100000091,450 VA,Milik Sendiri,Keramik,Kayu,Asbes,Sumur Bor/Pompa,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012095000273,3201012010180091,Yuni Putri,1967-11-19,59,Perempuan,Anak,Belum Kawin,3388000.0,3388000.0,1,1,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 273,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Tidak,Perdagangan besar dan eceran,Berusaha sendiri,532100000091,900 VA,Kontrak/Sewa,Keramik,Kayu,Asbes,Air Kemasan/Isi Ulang,Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011473000274,3201012010180092,Sri Wijaya,1970-01-16,56,Perempuan,Kepala Keluarga,Kawin/Nikah,2284643.0,2284643.0,10,10,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 274,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Ya,Administrasi pemerintahan,Berusaha sendiri,532100000092,900 VA,Milik Sendiri,Keramik,Kayu,Asbes,Layanan Perpipaan (PDAM),Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011189000275,3201012010180092,Anisa Lestari,1999-02-21,27,Perempuan,Istri,Kawin/Nikah,3829501.0,3829501.0,4,4,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 275,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Konstruksi,Berusaha sendiri,532100000092,900 VA,Kontrak/Sewa,Semen,Tembok,Seng,Air Kemasan/Isi Ulang,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012585000276,3201012010180092,Anisa Sartika,2002-01-02,24,Perempuan,Anak,Belum Kawin,12258166.0,12258166.0,5,5,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 276,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Tidak,Administrasi pemerintahan,Buruh/Karyawan/Pegawai,532100000092,900 VA,Milik Sendiri,Keramik,Kayu,Asbes,Air Kemasan/Isi Ulang,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012888000277,3201012010180093,Cut Kurniawan,1972-12-22,54,Perempuan,Kepala Keluarga,Kawin/Nikah,3582477.0,3582477.0,2,2,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 277,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Ya,"Pertanian, kehutanan, dan perikanan",Berusaha sendiri,532100000093,900 VA,Milik Sendiri,Ubin/Teraso,Kayu,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011582000278,3201012010180093,Bambang Nyak Dien,1989-12-07,37,Laki-laki,Istri,Kawin/Nikah,7462361.0,7462361.0,3,3,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 278,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Jasa keuangan & asuransi,Buruh/Karyawan/Pegawai,532100000093,450 VA,Kontrak/Sewa,Ubin/Teraso,Kayu,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011588000279,3201012010180093,Tri Kusuma,1965-07-28,61,Laki-laki,Anak,Belum Kawin,15462540.0,15462540.0,8,8,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 279,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Administrasi pemerintahan,Buruh/Karyawan/Pegawai,532100000093,900 VA,Kontrak/Sewa,Ubin/Teraso,Tembok,Asbes,Air Kemasan/Isi Ulang,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011171000280,3201012010180094,Nur Rahmawati,1987-09-13,39,Perempuan,Kepala Keluarga,Kawin/Nikah,14295353.0,14295353.0,4,4,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 280,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Administrasi pemerintahan,Pekerja bebas,532100000094,2200 VA,Milik Sendiri,Keramik,Kayu,Seng,Air Kemasan/Isi Ulang,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011975000281,3201012010180094,Ahmad Santoso,1989-08-25,37,Laki-laki,Istri,Kawin/Nikah,8600409.0,8600409.0,8,8,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 281,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Industri pengolahan,Pekerja bebas,532100000094,1300 VA,Bebas Sewa,Keramik,Kayu,Seng,Layanan Perpipaan (PDAM),Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011695000282,3201012010180094,Teuku Putri,1963-09-22,63,Laki-laki,Anak,Belum Kawin,6130854.0,6130854.0,8,8,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 282,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Tidak,"Pertanian, kehutanan, dan perikanan",Pekerja bebas,532100000094,450 VA,Bebas Sewa,Semen,Tembok,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012897000283,3201012010180095,Rahmat Kusuma,1980-06-09,46,Laki-laki,Kepala Keluarga,Kawin/Nikah,2728027.0,2728027.0,2,2,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 283,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Industri pengolahan,Berusaha sendiri,532100000095,450 VA,Kontrak/Sewa,Semen,Kayu,Seng,Sumur Bor/Pompa,Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011276000284,3201012010180095,Ahmad Umar,1965-07-06,61,Laki-laki,Istri,Kawin/Nikah,6117419.0,6117419.0,2,2,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 284,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Ya,"Pertanian, kehutanan, dan perikanan",Buruh/Karyawan/Pegawai,532100000095,450 VA,Kontrak/Sewa,Ubin/Teraso,Tembok,Seng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011976000285,3201012010180095,Teuku Santoso,1974-09-21,52,Laki-laki,Anak,Belum Kawin,8075551.0,8075551.0,8,8,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 285,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Ya,Konstruksi,Buruh/Karyawan/Pegawai,532100000095,1300 VA,Milik Sendiri,Ubin/Teraso,Tembok,Seng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012179000286,3201012010180096,Ahmad Sartika,1999-03-23,27,Laki-laki,Kepala Keluarga,Kawin/Nikah,3698205.0,3698205.0,3,3,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 286,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Perdagangan besar dan eceran,Berusaha sendiri,532100000096,900 VA,Kontrak/Sewa,Ubin/Teraso,Kayu,Genteng,Air Kemasan/Isi Ulang,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012174000287,3201012010180096,Bambang Suryani,1994-03-18,32,Laki-laki,Istri,Kawin/Nikah,13893714.0,13893714.0,3,3,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 287,PBI APBN + PKH,Ya,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,"Pertanian, kehutanan, dan perikanan",Buruh/Karyawan/Pegawai,532100000096,1300 VA,Bebas Sewa,Semen,Kayu,Seng,Layanan Perpipaan (PDAM),Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012480000288,3201012010180096,Dewi Lestari,1962-03-22,64,Perempuan,Anak,Belum Kawin,10708000.0,10708000.0,10,10,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 288,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Tidak,Jasa keuangan & asuransi,Buruh/Karyawan/Pegawai,532100000096,900 VA,Bebas Sewa,Semen,Tembok,Seng,Air Kemasan/Isi Ulang,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011286000289,3201012010180097,Yuni Wibowo,1991-06-20,35,Perempuan,Kepala Keluarga,Kawin/Nikah,5670161.0,5670161.0,7,7,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 289,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Ya,Jasa keuangan & asuransi,Berusaha sendiri,532100000097,1300 VA,Milik Sendiri,Ubin/Teraso,Kayu,Seng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012493000290,3201012010180097,Irfan Suryani,1978-03-26,48,Laki-laki,Istri,Kawin/Nikah,2644420.0,2644420.0,3,3,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 290,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Industri pengolahan,Pekerja bebas,532100000097,1300 VA,Milik Sendiri,Semen,Kayu,Genteng,Air Kemasan/Isi Ulang,Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011587000291,3201012010180097,Ahmad Nyak Dien,1972-03-27,54,Laki-laki,Anak,Belum Kawin,9315330.0,9315330.0,10,10,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 291,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Ya,Industri pengolahan,Buruh/Karyawan/Pegawai,532100000097,450 VA,Milik Sendiri,Keramik,Kayu,Seng,Sumur Bor/Pompa,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011983000292,3201012010180098,Anisa Lestari,2004-11-08,22,Perempuan,Kepala Keluarga,Belum Kawin,2229824.0,2229824.0,10,10,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 292,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Konstruksi,Berusaha sendiri,532100000098,1300 VA,Bebas Sewa,Semen,Kayu,Asbes,Air Kemasan/Isi Ulang,Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011875000293,3201012010180098,Eko Rahmawati,1969-06-15,57,Laki-laki,Istri,Kawin/Nikah,6569933.0,6569933.0,6,6,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 293,PBI APBN + PKH,Ya,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Perdagangan besar dan eceran,Berusaha sendiri,532100000098,1300 VA,Bebas Sewa,Semen,Tembok,Asbes,Air Kemasan/Isi Ulang,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011587000294,3201012010180098,Cut Putri,2003-05-09,23,Perempuan,Anak,Belum Kawin,9683042.0,9683042.0,3,3,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 294,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,SMP/MTs,SMP/MTs,Ya,Jasa keuangan & asuransi,Berusaha sendiri,532100000098,2200 VA,Kontrak/Sewa,Keramik,Tembok,Genteng,Air Kemasan/Isi Ulang,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Ya,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012789000295,3201012010180099,Agus Pratama,1986-08-03,40,Laki-laki,Kepala Keluarga,Kawin/Nikah,5345788.0,5345788.0,5,5,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 295,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Industri pengolahan,Pekerja bebas,532100000099,1300 VA,Milik Sendiri,Semen,Kayu,Genteng,Sumur Bor/Pompa,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011492000296,3201012010180099,Rina Nurbaya,1968-04-05,58,Perempuan,Istri,Kawin/Nikah,2282423.0,2282423.0,8,8,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 296,PBI APBN + PKH,Ya,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,"Pertanian, kehutanan, dan perikanan",Buruh/Karyawan/Pegawai,532100000099,450 VA,Bebas Sewa,Semen,Tembok,Seng,Air Kemasan/Isi Ulang,Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011094000297,3201012010180099,Dewi Pratama,1998-04-19,28,Perempuan,Anak,Belum Kawin,2409740.0,2409740.0,3,3,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 297,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Tidak,Konstruksi,Pekerja bebas,532100000099,900 VA,Bebas Sewa,Semen,Tembok,Genteng,Sumur Bor/Pompa,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011975000298,3201012010180100,Tri Santoso,1966-04-17,60,Laki-laki,Kepala Keluarga,Kawin/Nikah,2697775.0,2697775.0,3,3,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 298,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Ya,Industri pengolahan,Buruh/Karyawan/Pegawai,532100000100,900 VA,Kontrak/Sewa,Keramik,Kayu,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
