nomor_induk_kependudukan,nomor_kartu_keluarga,nama,tanggal_lahir,usia,jenis_kelamin,status_hubungan_keluarga,status_kawin,gaji_bulanan,gaji,desil_nasional,desil,provinsi,kabupaten_kota,kecamatan,kelurahan_desa,alamat,status_bantuan,pbi_nasional,pbi_pemda,partisipasi_sekolah,jenjang_tertinggi_yang_diduduki,ijazah_tertinggi_yang_dimiliki,status_bekerja,lapangan_usaha_dari_pekerjaan_utama,status_dalam_pekerjaan_utama,id_pelanggan_pln,daya_terpasang,status_kepemilikan_rumah,jenis_lantai_terluas,jenis_dinding_terluas,jenis_atap_terluas,sumber_air_minum_utama,sumber_penerangan_utama,bahan_bakar_utama_memasak,fasilitas_bab,jenis_kloset,pembuangan_akhir_tinja,kepemilikan_aset,aset_bergerak_sepeda_motor,aset_bergerak_mobil,aset_bergerak_tv_datar,aset_bergerak_smartphone,aset_bergerak_lemari_es,kondisi_gizi,penglihatan,pendengaran,berjalan_atau_naik_tangga
3201011176000280,3201012010180094,Budi Wibowo,1984-07-07,42,Laki-laki,Orang Tua/Mertua,Kawin/Nikah,9626204.0,9626204.0,5,5,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 280,PBI APBN + PKH,Ya,Tidak,Belum Sekolah,SMP/MTs,SMP/MTs,Ya,Jasa keuangan & asuransi,Berusaha sendiri,532100000094,1300 VA,Dinas,Kayu/Papan,Plesteran Anyaman Bambu,Beton,Layanan Perpipaan (PDAM),Bukan Listrik,LPG 5.5 kg / 12 kg,Sendiri,Cemplung/Cubluk,Pantai/Tanah Lapang/Kebun,Ya,Ya,Tidak,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012475000281,3201012010180094,Hendra Santoso,1985-11-17,41,Laki-laki,Orang Tua/Mertua,Cerai Hidup,13473147.0,13473147.0,4,4,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 281,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Tidak,Administrasi pemerintahan,Buruh/Karyawan/Pegawai,532100000094,2200 VA,Bebas Sewa,Semen/Bata Merah,Tembok,Genteng Tanah Liat,Air Hujan,Bukan Listrik,Biogas,Tidak Ada,Plengsengan,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Tidak,Ya,Tidak,Tidak,Kurang Gizi,Tidak Ada Gangguan,Tuli Total,Tidak Ada Gangguan
3201011773000282,3201012010180094,Rina Pratama,1958-01-19,68,Perempuan,Anak,Belum Kawin,4215961.0,4215961.0,10,10,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 282,PBI APBN + PKH,Ya,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Industri pengolahan,Pekerja bebas,532100000094,2200 VA,Kontrak/Sewa,Ubin/Teraso,Kayu,Seng,Air Hujan,Listrik Non PLN,Biogas,Umum,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Tidak,Ya,Ya,Wasting,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012098000283,3201012010180095,Ahmad Nyak Dien,1955-11-16,71,Laki-laki,Orang Tua/Mertua,Cerai Hidup,1543677.0,1543677.0,3,3,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 283,PBI APBN (Kemenkes),Ya,Tidak,Belum Sekolah,SMA/SMK/MA,SMA/SMK/MA,Tidak,Perdagangan besar dan eceran,Berusaha dibantu pekerja tidak tetap,532100000095,900 VA,Dinas,Keramik,Tembok,Genteng Tanah Liat,Mata Air Terlindung,Listrik Non PLN,LPG 5.5 kg / 12 kg,Bersama,Plengsengan,Tangki Septik,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Wasting,Gangguan Berat,Tuli Total,Gangguan Ringan
3201011881000284,3201012010180095,Ahmad Santoso,2007-06-10,19,Laki-laki,Anak,Cerai Mati,1736477.0,1736477.0,3,3,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 284,PBI APBN + PKH,Ya,Tidak,Masih Sekolah,Magister (S2),Magister (S2),Ya,Administrasi pemerintahan,Berusaha dibantu pekerja tidak tetap,532100000095,450 VA,Kontrak/Sewa,Bambu,Seng,Seng,Layanan Perpipaan (PDAM),Listrik PLN Dengan Meteran,LPG 5.5 kg / 12 kg,Tidak Ada,Leher Angsa,Kolam/Sawah/Sungai/Danau/Laut,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Kurang Gizi,Buta Total,Gangguan Ringan,Gangguan Ringan
3201011671000285,3201012010180095,Eko Putri,1994-02-14,32,Laki-laki,Orang Tua/Mertua,Cerai Hidup,3331086.0,3331086.0,8,8,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 285,PBI APBD (Pemda),Tidak,Ya,Belum Sekolah,SMA/SMK/MA,SMA/SMK/MA,Ya,Konstruksi,Berusaha dibantu pekerja tidak tetap,532100000095,1300 VA,Milik Sendiri,Semen/Bata Merah,Tembok,Asbes,Air Kemasan/Isi Ulang,Listrik PLN Tanpa Meteran,Listrik,Sendiri,Leher Angsa,Pantai/Tanah Lapang/Kebun,Ya,Tidak,Ya,Tidak,Tidak,Ya,Normal,Gangguan Berat,Tidak Ada Gangguan,Gangguan Ringan
3201011995000286,3201012010180096,Agus Nyak Dien,1960-12-09,66,Laki-laki,Istri,Belum Kawin,4327305.0,4327305.0,1,1,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 286,PBI APBN + PKH,Ya,Tidak,Tidak Sekolah Lagi,SMP/MTs,SMP/MTs,Tidak,Transportasi & Pergudangan,Berusaha dibantu pekerja tidak tetap,532100000096,450 VA,Bebas Sewa,Semen/Bata Merah,Plesteran Anyaman Bambu,Seng,Layanan Perpipaan (PDAM),Bukan Listrik,Biogas,Umum,Plengsengan,Lubang Tanah,Ya,Tidak,Ya,Tidak,Ya,Tidak,Wasting,Tidak Ada Gangguan,Gangguan Ringan,Tidak Bisa Berjalan
3201012487000287,3201012010180096,Anisa Wijaya,2005-07-04,21,Perempuan,Istri,Cerai Mati,8199422.0,8199422.0,7,7,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 287,PBI APBN + PKH,Ya,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Tidak,Perdagangan besar dan eceran,Pekerja keluarga/tidak dibayar,532100000096,450 VA,Dinas,Keramik,Kayu,Beton,Sumur Bor/Pompa,Listrik PLN Tanpa Meteran,Kayu Bakar,Umum,Plengsengan,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Tidak,Ya,Tidak,Ya,Kurang Gizi,Buta Total,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011178000288,3201012010180096,Dewi Putri,1993-02-27,33,Perempuan,Anak,Cerai Mati,2194802.0,2194802.0,4,4,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 288,Bukan Penerima Bantuan,Tidak,Tidak,Masih Sekolah,Sarjana (S1),Sarjana (S1),Tidak,Jasa keuangan & asuransi,Berusaha sendiri,532100000096,Tanpa PLN,Kontrak/Sewa,Semen/Bata Merah,Bambu,Bambu/Ijuk,Air Kemasan/Isi Ulang,Bukan Listrik,Kayu Bakar,Bersama,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Resiko Stunting,Tidak Ada Gangguan,Gangguan Ringan,Tidak Ada Gangguan
3201012684000289,3201012010180097,Yuni Rahmawati,1962-05-13,64,Perempuan,Orang Tua/Mertua,Belum Kawin,17392805.0,17392805.0,10,10,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 289,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,SMP/MTs,SMP/MTs,Ya,Jasa keuangan & asuransi,Berusaha sendiri,532100000097,Tanpa PLN,Kontrak/Sewa,Ubin/Teraso,Plesteran Anyaman Bambu,Bambu/Ijuk,Air Hujan,Listrik PLN Tanpa Meteran,Minyak Tanah,Tidak Ada,Cemplung/Cubluk,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Kurang Gizi,Tidak Ada Gangguan,Gangguan Ringan,Gangguan Ringan
3201012374000290,3201012010180097,Budi Nurbaya,1984-02-19,42,Laki-laki,Orang Tua/Mertua,Kawin/Nikah,15911566.0,15911566.0,1,1,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 290,PKH & BPNT,Tidak,Tidak,Masih Sekolah,Diploma (D1-D4),Diploma (D1-D4),Tidak,Konstruksi,Buruh/Karyawan/Pegawai,532100000097,900 VA,Bebas Sewa,Bambu,Plesteran Anyaman Bambu,Genteng Beton/Keramik,Sumur Bor/Pompa,Bukan Listrik,Kayu Bakar,Sendiri,Plengsengan,Lubang Tanah,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Wasting,Buta Total,Tidak Ada Gangguan,Tidak Bisa Berjalan
3201012582000291,3201012010180097,Nur Sartika,1991-12-17,35,Perempuan,Anak,Belum Kawin,15403084.0,15403084.0,2,2,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 291,PBI APBN (Kemenkes),Ya,Tidak,Masih Sekolah,Magister (S2),Magister (S2),Ya,Industri pengolahan,Buruh/Karyawan/Pegawai,532100000097,Tanpa PLN,Milik Sendiri,Kayu/Papan,Seng,Seng,Layanan Perpipaan (PDAM),Listrik PLN Tanpa Meteran,LPG 3 kg,Bersama,Tidak Ada Kloset,Pantai/Tanah Lapang/Kebun,Ya,Ya,Ya,Tidak,Ya,Ya,Normal,Buta Total,Gangguan Ringan,Tidak Bisa Berjalan
3201011099000292,3201012010180098,Anisa Putri,1961-12-15,65,Perempuan,Orang Tua/Mertua,Belum Kawin,6875493.0,6875493.0,8,8,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 292,PBI APBN + PKH,Ya,Tidak,Belum Sekolah,SMA/SMK/MA,SMA/SMK/MA,Ya,Industri pengolahan,Berusaha sendiri,532100000098,2200 VA,Kontrak/Sewa,Keramik,Plesteran Anyaman Bambu,Genteng Tanah Liat,Air Hujan,Listrik PLN Dengan Meteran,LPG 5.5 kg / 12 kg,Sendiri,Plengsengan,Tangki Septik,Ya,Tidak,Tidak,Ya,Tidak,Ya,Kurang Gizi,Gangguan Ringan,Tidak Ada Gangguan,Tidak Bisa Berjalan
3201012586000293,3201012010180098,Bambang Hidayat,1994-09-28,32,Laki-laki,Istri,Kawin/Nikah,2420394.0,2420394.0,10,10,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 293,PBI APBN (Kemenkes),Ya,Tidak,Masih Sekolah,Sarjana (S1),Sarjana (S1),Tidak,"Pertanian, kehutanan, dan perikanan",Buruh/Karyawan/Pegawai,532100000098,2200 VA,Kontrak/Sewa,Keramik,Plesteran Anyaman Bambu,Beton,Sumur Bor/Pompa,Listrik PLN Dengan Meteran,LPG 5.5 kg / 12 kg,Umum,Cemplung/Cubluk,Pantai/Tanah Lapang/Kebun,Ya,Tidak,Ya,Ya,Tidak,Ya,Resiko Stunting,Gangguan Berat,Gangguan Ringan,Tidak Bisa Berjalan
3201011187000294,3201012010180098,Dewi Lestari,1971-11-01,55,Perempuan,Kepala Keluarga,Cerai Hidup,2383751.0,2383751.0,3,3,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 294,PBI APBD (Pemda),Tidak,Ya,Belum Sekolah,Magister (S2),Magister (S2),Tidak,Perdagangan besar dan eceran,Berusaha sendiri,532100000098,2200 VA,Milik Sendiri,Bambu,Plesteran Anyaman Bambu,Bambu/Ijuk,Air Kemasan/Isi Ulang,Listrik Non PLN,LPG 3 kg,Tidak Ada,Leher Angsa,Pantai/Tanah Lapang/Kebun,Ya,Ya,Tidak,Ya,Ya,Ya,Kurang Gizi,Gangguan Ringan,Tuli Total,Gangguan Ringan
3201012385000295,3201012010180099,Dedi Kusuma,1956-01-01,70,Laki-laki,Istri,Cerai Mati,10937385.0,10937385.0,7,7,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 295,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Tidak,Jasa keuangan & asuransi,Buruh/Karyawan/Pegawai,532100000099,2200 VA,Milik Sendiri,Bambu,Bambu,Seng,Layanan Perpipaan (PDAM),Listrik Non PLN,Minyak Tanah,Sendiri,Plengsengan,Lubang Tanah,Ya,Ya,Ya,Ya,Tidak,Ya,Normal,Gangguan Ringan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011174000296,3201012010180099,Ahmad Sartika,1973-01-11,53,Laki-laki,Anak,Belum Kawin,2113233.0,2113233.0,2,2,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 296,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Penyediaan Akomodasi & Makan Minum,Pekerja bebas,532100000099,900 VA,Dinas,Tanah,Bambu,Seng,Mata Air Terlindung,Listrik Non PLN,Biogas,Bersama,Cemplung/Cubluk,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Ya,Tidak,Tidak,Tidak,Wasting,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012677000297,3201012010180099,Dedi Wibowo,1962-06-24,64,Laki-laki,Istri,Kawin/Nikah,15951824.0,15951824.0,2,2,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 297,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,SD/MI,SD/MI,Tidak,Konstruksi,Pekerja keluarga/tidak dibayar,532100000099,2200 VA,Bebas Sewa,Keramik,Tembok,Seng,Mata Air Terlindung,Bukan Listrik,Minyak Tanah,Sendiri,Tidak Ada Kloset,Pantai/Tanah Lapang/Kebun,Ya,Tidak,Ya,Ya,Ya,Tidak,Resiko Stunting,Buta Total,Tuli Total,Tidak Ada Gangguan
3201011971000298,3201012010180100,Tri Hidayat,1956-10-25,70,Laki-laki,Anak,Cerai Hidup,13360048.0,13360048.0,7,7,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 298,PBI APBN (Kemenkes),Ya,Tidak,Masih Sekolah,Sarjana (S1),Sarjana (S1),Tidak,Konstruksi,Pekerja keluarga/tidak dibayar,532100000100,2200 VA,Dinas,Bambu,Plesteran Anyaman Bambu,Beton,Sumur Bor/Pompa,Listrik PLN Tanpa Meteran,Minyak Tanah,Tidak Ada,Plengsengan,Lubang Tanah,Ya,Ya,Tidak,Tidak,Ya,Ya,Wasting,Gangguan Berat,Tuli Total,Gangguan Ringan
3201011189000299,3201012010180100,Hendra Hidayat,1972-11-09,54,Laki-laki,Kepala Keluarga,Kawin/Nikah,7892654.0,7892654.0,3,3,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 299,PBI APBN + PKH,Ya,Tidak,Tidak Sekolah Lagi,SD/MI,SD/MI,Tidak,Perdagangan besar dan eceran,Berusaha dibantu pekerja tidak tetap,532100000100,450 VA,Bebas Sewa,Kayu/Papan,Plesteran Anyaman Bambu,Genteng Beton/Keramik,Sumur Terlindung,Listrik PLN Dengan Meteran,Kayu Bakar,Sendiri,Cemplung/Cubluk,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Tidak,Ya,Tidak,Tidak,Wasting,Buta Total,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011574000300,3201012010180100,Sri Rahmawati,1969-02-21,57,Perempuan,Kepala Keluarga,Belum Kawin,4023394.0,4023394.0,1,1,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 300,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,SD/MI,SD/MI,Tidak,Perdagangan besar dan eceran,Pekerja keluarga/tidak dibayar,532100000100,900 VA,Bebas Sewa,Keramik,Tembok,Beton,Sumur Terlindung,Listrik PLN Dengan Meteran,Kayu Bakar,Sendiri,Plengsengan,Lubang Tanah,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Wasting,Gangguan Ringan,Tidak Ada Gangguan,Gangguan Ringan
3201012180000301,3201012010180101,Irfan Hidayat,1985-05-20,41,Laki-laki,Kepala Keluarga,Belum Kawin,3193555.0,3193555.0,10,10,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 301,PBI APBN (Kemenkes),Ya,Tidak,Masih Sekolah,Sarjana (S1),Sarjana (S1),Ya,Administrasi pemerintahan,Pekerja keluarga/tidak dibayar,532100000101,Tanpa PLN,Bebas Sewa,Ubin/Teraso,Seng,Beton,Air Kemasan/Isi Ulang,Listrik PLN Tanpa Meteran,Minyak Tanah,Sendiri,Leher Angsa,Lubang Tanah,Ya,Tidak,Ya,Ya,Tidak,Tidak,Wasting,Gangguan Berat,Tidak Ada Gangguan,Tidak Bisa Berjalan
3201011999000302,3201012010180101,Rina Putri,1970-06-08,56,Perempuan,Orang Tua/Mertua,Cerai Hidup,14232993.0,14232993.0,6,6,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 302,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Administrasi pemerintahan,Berusaha dibantu pekerja tidak tetap,532100000101,3500 VA,Kontrak/Sewa,Kayu/Papan,Seng,Genteng Beton/Keramik,Mata Air Terlindung,Listrik PLN Tanpa Meteran,Kayu Bakar,Bersama,Tidak Ada Kloset,Lubang Tanah,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Normal,Buta Total,Gangguan Ringan,Tidak Bisa Berjalan
3201011488000303,3201012010180101,Nur Wibowo,1966-08-01,60,Perempuan,Istri,Kawin/Nikah,2377921.0,2377921.0,3,3,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 303,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,SD/MI,SD/MI,Ya,"Pertanian, kehutanan, dan perikanan",Berusaha sendiri,532100000101,3500 VA,Dinas,Kayu/Papan,Bambu,Genteng Beton/Keramik,Sumur Terlindung,Listrik PLN Tanpa Meteran,Biogas,Umum,Leher Angsa,Kolam/Sawah/Sungai/Danau/Laut,Ya,Tidak,Ya,Ya,Ya,Tidak,Kurang Gizi,Buta Total,Tuli Total,Gangguan Ringan
3201012379000304,3201012010180102,Nur Nyak Dien,2001-03-24,25,Perempuan,Kepala Keluarga,Belum Kawin,16153142.0,16153142.0,7,7,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 304,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,SMP/MTs,SMP/MTs,Tidak,"Pertanian, kehutanan, dan perikanan",Berusaha sendiri,532100000102,1300 VA,Dinas,Semen/Bata Merah,Tembok,Beton,Mata Air Terlindung,Bukan Listrik,Listrik,Umum,Tidak Ada Kloset,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Ya,Ya,Ya,Tidak,Wasting,Gangguan Berat,Tidak Ada Gangguan,Gangguan Ringan
3201011975000305,3201012010180102,Dewi Nurbaya,1972-08-15,54,Perempuan,Istri,Belum Kawin,3644062.0,3644062.0,5,5,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 305,PBI APBD (Pemda),Tidak,Ya,Masih Sekolah,SMP/MTs,SMP/MTs,Ya,Perdagangan besar dan eceran,Pekerja keluarga/tidak dibayar,532100000102,450 VA,Kontrak/Sewa,Keramik,Seng,Genteng Tanah Liat,Sumur Bor/Pompa,Listrik PLN Tanpa Meteran,Listrik,Tidak Ada,Tidak Ada Kloset,Lubang Tanah,Ya,Tidak,Tidak,Ya,Ya,Tidak,Kurang Gizi,Buta Total,Gangguan Ringan,Tidak Ada Gangguan
3201011478000306,3201012010180102,Dewi Hidayat,2006-02-24,20,Perempuan,Istri,Kawin/Nikah,9453529.0,9453529.0,8,8,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 306,Bukan Penerima Bantuan,Tidak,Tidak,Belum Sekolah,SD/MI,SD/MI,Tidak,Perdagangan besar dan eceran,Berusaha dibantu pekerja tidak tetap,532100000102,450 VA,Bebas Sewa,Ubin/Teraso,Plesteran Anyaman Bambu,Bambu/Ijuk,Air Hujan,Listrik PLN Dengan Meteran,Biogas,Sendiri,Plengsengan,Lubang Tanah,Ya,Tidak,Ya,Ya,Tidak,Tidak,Resiko Stunting,Buta Total,Tidak Ada Gangguan,Tidak Bisa Berjalan
3201012579000307,3201012010180103,Wawan Wibowo,1995-02-17,31,Laki-laki,Istri,Kawin/Nikah,3241057.0,3241057.0,3,3,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 307,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Tidak,Transportasi & Pergudangan,Pekerja keluarga/tidak dibayar,532100000103,900 VA,Bebas Sewa,Kayu/Papan,Plesteran Anyaman Bambu,Bambu/Ijuk,Layanan Perpipaan (PDAM),Listrik Non PLN,LPG 5.5 kg / 12 kg,Umum,Tidak Ada Kloset,Pantai/Tanah Lapang/Kebun,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Resiko Stunting,Tidak Ada Gangguan,Gangguan Ringan,Gangguan Ringan
3201012480000308,3201012010180103,Rina Kurniawan,1962-03-15,64,Perempuan,Anak,Kawin/Nikah,4561649.0,4561649.0,8,8,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 308,PBI APBN + PKH,Ya,Tidak,Belum Sekolah,Diploma (D1-D4),Diploma (D1-D4),Ya,Perdagangan besar dan eceran,Pekerja bebas,532100000103,1300 VA,Kontrak/Sewa,Kayu/Papan,Tembok,Beton,Sumur Bor/Pompa,Listrik Non PLN,Biogas,Umum,Tidak Ada Kloset,Pantai/Tanah Lapang/Kebun,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Wasting,Buta Total,Tuli Total,Tidak Ada Gangguan
3201012090000309,3201012010180103,Siti Nurbaya,1983-07-08,43,Perempuan,Istri,Belum Kawin,1731348.0,1731348.0,1,1,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 309,PBI APBN + PKH,Ya,Tidak,Masih Sekolah,Magister (S2),Magister (S2),Tidak,Administrasi pemerintahan,Pekerja keluarga/tidak dibayar,532100000103,450 VA,Milik Sendiri,Bambu,Kayu,Seng,Mata Air Terlindung,Listrik PLN Tanpa Meteran,LPG 5.5 kg / 12 kg,Tidak Ada,Plengsengan,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Tidak,Tidak,Tidak,Ya,Resiko Stunting,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012673000310,3201012010180104,Agus Wijaya,2005-08-02,21,Laki-laki,Istri,Cerai Hidup,3150844.0,3150844.0,1,1,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 310,PKH & BPNT,Tidak,Tidak,Belum Sekolah,SD/MI,SD/MI,Tidak,Transportasi & Pergudangan,Berusaha sendiri,532100000104,Tanpa PLN,Bebas Sewa,Keramik,Tembok,Genteng Tanah Liat,Mata Air Terlindung,Bukan Listrik,LPG 3 kg,Sendiri,Plengsengan,Tangki Septik,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Normal,Gangguan Berat,Gangguan Ringan,Gangguan Ringan
3201011673000311,3201012010180104,Hendra Lestari,1979-05-14,47,Laki-laki,Kepala Keluarga,Belum Kawin,7536713.0,7536713.0,9,9,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 311,Bukan Penerima Bantuan,Tidak,Tidak,Masih Sekolah,Diploma (D1-D4),Diploma (D1-D4),Ya,Penyediaan Akomodasi & Makan Minum,Berusaha dibantu pekerja tidak tetap,532100000104,1300 VA,Milik Sendiri,Kayu/Papan,Kayu,Beton,Air Kemasan/Isi Ulang,Bukan Listrik,LPG 5.5 kg / 12 kg,Tidak Ada,Cemplung/Cubluk,Pantai/Tanah Lapang/Kebun,Ya,Ya,Tidak,Tidak,Ya,Ya,Normal,Gangguan Ringan,Tidak Ada Gangguan,Gangguan Ringan
3201012877000312,3201012010180104,Teuku Nyak Dien,1980-10-27,46,Laki-laki,Orang Tua/Mertua,Belum Kawin,12614129.0,12614129.0,5,5,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 312,PKH & BPNT,Tidak,Tidak,Masih Sekolah,SD/MI,SD/MI,Tidak,Transportasi & Pergudangan,Buruh/Karyawan/Pegawai,532100000104,1300 VA,Kontrak/Sewa,Bambu,Seng,Beton,Sumur Terlindung,Listrik Non PLN,Biogas,Bersama,Cemplung/Cubluk,Pantai/Tanah Lapang/Kebun,Ya,Tidak,Ya,Ya,Tidak,Ya,Kurang Gizi,Gangguan Ringan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012693000313,3201012010180105,Dewi Sartika,1967-08-28,59,Perempuan,Kepala Keluarga,Kawin/Nikah,15752651.0,15752651.0,3,3,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 313,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Konstruksi,Buruh/Karyawan/Pegawai,532100000105,2200 VA,Bebas Sewa,Tanah,Bambu,Beton,Sumur Bor/Pompa,Listrik Non PLN,Kayu Bakar,Bersama,Plengsengan,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Resiko Stunting,Gangguan Berat,Tuli Total,Tidak Bisa Berjalan
3201011475000314,3201012010180105,Agus Lestari,1955-06-14,71,Laki-laki,Istri,Belum Kawin,3240609.0,3240609.0,4,4,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 314,PBI APBN (Kemenkes),Ya,Tidak,Belum Sekolah,Diploma (D1-D4),Diploma (D1-D4),Tidak,"Pertanian, kehutanan, dan perikanan",Buruh/Karyawan/Pegawai,532100000105,3500 VA,Dinas,Bambu,Kayu,Genteng Tanah Liat,Sumur Bor/Pompa,Listrik PLN Tanpa Meteran,Listrik,Sendiri,Plengsengan,Kolam/Sawah/Sungai/Danau/Laut,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Wasting,Gangguan Ringan,Tidak Ada Gangguan,Tidak Bisa Berjalan
3201011473000315,3201012010180105,Rahmat Setiawan,1966-05-19,60,Laki-laki,Kepala Keluarga,Belum Kawin,8412388.0,8412388.0,10,10,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 315,PBI APBN + PKH,Ya,Tidak,Masih Sekolah,SMP/MTs,SMP/MTs,Ya,Industri pengolahan,Berusaha sendiri,532100000105,450 VA,Kontrak/Sewa,Ubin/Teraso,Kayu,Asbes,Air Kemasan/Isi Ulang,Listrik Non PLN,LPG 3 kg,Sendiri,Plengsengan,Pantai/Tanah Lapang/Kebun,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Resiko Stunting,Buta Total,Gangguan Ringan,Gangguan Ringan
